CustomerID,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,Churn
LOHRYYC9E8,42,11.3219503298016,475.521913851668,Basic,Electronic check,Yes,Movies,Yes,Tablet,0.386852318990958,24.5933612890144,25,Comedy,3.48946451948551,7,Female,15,No,No,0
RIH7RFEZCS,95,12.8109146006735,1217.03688706398,Standard,Electronic check,Yes,TV Shows,No,Mobile,37.122999911467,102.860795097163,21,Comedy,2.25185995491493,3,Male,8,No,Yes,0
JB5J8X2UY1,6,12.1698876429248,91.5833035360296,Standard,Credit card,Yes,TV Shows,No,Tablet,30.7169444023015,10.5124151226063,29,Fantasy,2.89832788652881,4,Male,14,No,Yes,1
Z4GZJIB90P,54,17.9178189628764,967.562223995325,Basic,Credit card,Yes,Movies,No,Mobile,2.49537296018218,45.24683449227,45,Drama,1.27500359930665,3,Male,12,No,Yes,0
B3BDJTW0L9,27,12.1698876429248,339.057243841237,Basic,Mailed check,No,TV Shows,No,Mobile,39.9369100534696,94.3109542085013,44,Comedy,3.23622981803917,4,Female,18,No,Yes,0
5E4TQK5OVX,71,12.1698876429248,818.287053756841,Premium,Credit card,No,Movies,Yes,Computer,7.31017211448385,123.2807940928,30,Comedy,2.77961436396408,6,Female,16,Yes,Yes,0
8VFNZ1M1I9,69,17.1459104347592,1183.06781999838,Basic,Credit card,No,Movies,Yes,Mobile,19.008899942022,86.1225588935061,35,Sci-Fi,4.93349448032279,6,Female,5,No,Yes,1
THKWUHOGUL,76,17.4618753463467,1327.10252632235,Premium,Electronic check,No,Movies,Yes,Mobile,24.4294134943841,137.557874478923,32,Fantasy,2.1547371507439,9,Female,11,Yes,Yes,0
IGZ39O1ROC,8,12.1698876429248,614.196606371628,Premium,Electronic check,No,Both,Yes,Computer,15.4889125065561,137.55294155226,16,Fantasy,2.89832788652881,3,Female,2,No,Yes,0
JHTQYVGRR4,26,19.6992616278743,512.180802324731,Premium,Credit card,Yes,Both,Yes,Mobile,2.12176245692319,164.073642668041,44,Drama,1.72570039826283,4,Male,16,Yes,Yes,1
W636FZ4VNV,102,12.1698876429248,1673.56850191916,Premium,Credit card,No,Movies,Yes,Mobile,38.9192386170334,5.02841180906829,29,Comedy,2.68385293015372,6,Male,19,Yes,Yes,1
CAS3XBFUJG,101,12.1698876429248,639.283057237761,Standard,Electronic check,No,Both,No,Computer,16.0623563166765,74.3479714692765,11,Drama,3.83693309432838,2,Female,12,Yes,Yes,0
Y66SW76TPC,83,9.27035869875316,769.439771996513,Standard,Electronic check,No,Movies,Yes,Tablet,10.0086550297069,25.5312493520942,32,Action,2.55197620654155,9,Male,17,No,Yes,1
BEREY4ZEQN,10,8.07849423628429,614.196606371628,Standard,Mailed check,No,TV Shows,No,Mobile,29.1847434369366,155.792775966525,0,Fantasy,2.89832788652881,2,Female,2,No,Yes,0
ORSECJMYNH,8,5.72871245000111,45.8296996000089,Standard,Credit card,No,Movies,Yes,Computer,39.3918838161198,66.4077173575748,38,Drama,2.89832788652881,0,Female,18,No,Yes,0
HI8VKLPO25,6,13.7650356655464,614.196606371628,Premium,Electronic check,Yes,Both,Yes,Mobile,7.05492548896662,45.614267199032,22,Action,3.83411429809145,1,Female,7,No,Yes,0
6RWHGUCAB4,2,12.1698876429248,15.6370279099288,Standard,Credit card,No,TV Shows,No,Tablet,39.3630016638703,55.8354258311068,43,Comedy,2.02933549755643,4,Male,6,No,Yes,0
7CC943AY0R,83,16.263146505137,1349.84115992637,Premium,Bank transfer,No,TV Shows,No,Mobile,6.37260741943879,128.592269793273,23,Sci-Fi,2.89832788652881,7,Male,13,Yes,Yes,0
Y7COZUAXRR,23,13.9571448559217,321.0143316862,Premium,Credit card,Yes,Both,No,Tablet,13.1675273058824,80.1188619906361,0,Comedy,1.8648241717765,8,Male,1,No,Yes,0
7O0U49OF9M,23,12.1698876429248,145.235110104102,Standard,Credit card,Yes,Both,No,Tablet,19.6308602200309,64.0479123042687,27,Action,1.74269634790983,9,Female,23,No,Yes,0
KWCJPZTMBZ,24,12.1698876429248,310.467024475004,Standard,Credit card,Yes,Both,No,TV,15.4316730306058,65.1100750035787,31,Sci-Fi,2.89832788652881,1,Male,16,No,Yes,1
A92ZOG2V1J,87,15.0008997885328,1305.07828160235,Premium,Bank transfer,Yes,TV Shows,Yes,TV,37.8369916415795,121.852155581434,29,Action,4.64786661843084,4,Female,13,No,Yes,0
RZUWX2CJ0Q,63,6.63501313301158,614.196606371628,Premium,Credit card,No,TV Shows,Yes,Mobile,35.349191837743,172.661811261565,32,Comedy,1.01174535691344,6,Female,20,No,Yes,0
VJN9GFI0OP,78,19.852110570721,1548.46462451624,Basic,Electronic check,Yes,Movies,No,TV,29.4040247592813,80.2238306835456,13,Comedy,2.27472200541312,2,Male,0,Yes,Yes,0
LNQN935XS9,97,13.4884745766493,1308.38203393498,Standard,Mailed check,Yes,TV Shows,Yes,TV,23.7580845117318,56.5670768624346,20,Action,2.89832788652881,7,Male,3,No,Yes,1
S0QK1ZQ4ZB,2,15.4266681903234,30.8533363806467,Premium,Electronic check,No,TV Shows,No,Mobile,31.3235032803783,152.038177877629,41,Comedy,2.59751851108601,3,Male,24,Yes,Yes,0
X0MDEL63NZ,85,15.0347755990451,614.196606371628,Premium,Mailed check,Yes,Both,Yes,TV,10.5598172846413,69.4163374052825,37,Drama,4.27086636285764,2,Female,21,No,Yes,0
4T29LDSLLN,89,15.3718329377569,614.196606371628,Standard,Credit card,No,Both,No,Mobile,30.170199239851,176.569253768175,41,Comedy,1.06946734152425,6,Female,5,No,Yes,0
318N9SO05V,77,7.78037437443677,599.088826831631,Basic,Credit card,Yes,TV Shows,Yes,Computer,23.8126142576234,62.4437543275166,28,Action,4.79203783799513,4,Female,0,Yes,Yes,1
CBDV730UOG,113,19.6149919744833,1673.56850191916,Basic,Credit card,No,TV Shows,No,Mobile,29.1466466114301,83.6544062247524,24,Fantasy,3.18802084888976,3,Male,8,Yes,Yes,0
VCB3X9ZM3S,8,12.1698876429248,51.2175368513179,Premium,Mailed check,No,Both,Yes,Tablet,31.2867575990443,54.5771827576345,47,Comedy,4.56887514108107,0,Female,8,No,Yes,0
4TXBLWD375,103,10.7265290671113,1104.83249391246,Standard,Bank transfer,Yes,TV Shows,Yes,TV,20.7552644007934,115.098616798753,15,Drama,2.08761290668639,9,Male,11,No,Yes,0
J2ZTONJLMC,76,8.79401001742571,614.196606371628,Basic,Credit card,No,Movies,Yes,Mobile,24.4093202019188,161.450678523257,27,Fantasy,1.27440398764239,0,Male,13,No,Yes,0
0KJGVNJL8N,106,14.2408712425017,1509.53235170518,Standard,Credit card,No,TV Shows,No,Computer,15.2882743158851,59.9804983824794,35,Fantasy,2.89832788652881,3,Male,13,No,Yes,0
5JBY0JE8LF,7,12.4938204599277,87.4567432194942,Premium,Credit card,Yes,Movies,No,Tablet,14.2241837047051,95.4209057512576,36,Action,4.33742221287852,6,Male,4,No,Yes,0
56V1FDEX23,82,12.1698876429248,614.196606371628,Standard,Credit card,Yes,TV Shows,Yes,TV,37.7917126985694,117.240869358731,37,Comedy,2.89832788652881,0,Female,11,Yes,Yes,0
SCEJCH4OP4,26,12.6332611082842,328.464788815389,Basic,Bank transfer,Yes,Movies,Yes,Mobile,25.5350770004422,155.675768105341,37,Comedy,2.32341994099613,0,Female,20,Yes,Yes,1
EB0W1QH7VZ,66,13.7519094903842,907.62602636536,Basic,Bank transfer,Yes,Movies,No,Mobile,20.3957729367137,102.471088057884,42,Fantasy,2.43066667059039,6,Male,4,No,Yes,0
S5WIVFDNN0,37,15.4181552262357,614.196606371628,Basic,Credit card,Yes,TV Shows,Yes,Computer,38.2535260788162,70.5112284606658,20,Fantasy,4.19895869448432,9,Male,21,Yes,Yes,0
AZAQP5JFUX,72,14.9106857651734,1073.56937509249,Basic,Credit card,Yes,TV Shows,Yes,Mobile,26.2845244031238,38.172722331472,37,Fantasy,4.39741807012893,0,Male,16,Yes,Yes,0
94GUYMPU6T,18,15.6227137079282,281.208846742708,Standard,Bank transfer,Yes,Both,Yes,TV,27.032723149521,53.3844213064988,35,Comedy,4.82320114709241,2,Female,6,No,Yes,0
0H9S6H654F,105,14.7703315115908,1550.88480871703,Standard,Electronic check,No,Movies,No,TV,22.1868910274346,113.695268619826,44,Fantasy,4.7816576559728,5,Female,12,Yes,Yes,0
FH0H23YW0M,20,6.88063828277827,614.196606371628,Premium,Credit card,No,TV Shows,No,Computer,28.1204665445764,156.815882748429,42,Comedy,3.50583373756358,4,Male,12,Yes,No,0
IUW1HLES8S,45,18.5194360308938,833.374621390222,Premium,Credit card,Yes,TV Shows,No,Computer,25.0703879617507,110.359970944592,14,Sci-Fi,3.88359545171286,0,Male,7,Yes,Yes,1
E6LQV6844N,15,7.46570921706774,111.985638256016,Standard,Bank transfer,No,Both,No,Computer,20.4537931341322,77.5431629300703,0,Fantasy,1.0700338251445,6,Female,8,No,Yes,0
59G4MT5L0S,74,12.1698876429248,861.787060902483,Standard,Credit card,No,Both,Yes,Computer,12.3997848535487,114.405175516021,17,Sci-Fi,3.10752529405626,8,Female,6,No,Yes,0
PRI44P2JBT,46,9.79124718109489,450.397370330365,Basic,Bank transfer,Yes,Both,Yes,TV,33.6880051286219,111.831696398238,25,Comedy,2.0800260357006,6,Female,10,No,Yes,0
MMNA6RJYF5,62,9.79664736796036,607.392136813542,Standard,Electronic check,No,TV Shows,No,Mobile,38.4767181443391,97.4688797750994,22,Comedy,2.89832788652881,7,Female,2,No,Yes,0
HKLEITP1IA,19,18.4359708211912,350.283445602633,Basic,Credit card,No,Both,Yes,Mobile,2.48386979930219,173.70379720766,22,Action,2.89832788652881,0,Female,24,No,Yes,0
T2ED1KDVR6,6,9.52339190279383,57.140351416763,Premium,Credit card,No,Movies,Yes,Computer,25.2867812953583,44.0785495088027,8,Action,2.89832788652881,0,Female,2,No,Yes,0
DFIYIYM3TK,23,7.72548589747683,177.686175641967,Basic,Credit card,No,TV Shows,No,Mobile,19.5930691487303,32.3662239401015,7,Comedy,3.1016833237109,0,Female,20,No,Yes,0
FZRJKPERVZ,109,11.3055183533395,614.196606371628,Standard,Bank transfer,No,Both,Yes,TV,35.4494296424592,163.479971959358,43,Action,3.93804084758641,2,Male,8,Yes,Yes,0
OAWTET09CW,26,11.2094220749266,291.444973948092,Basic,Bank transfer,No,Movies,Yes,Tablet,5.22804985411522,22.4437729137398,24,Action,3.19837170457018,0,Male,18,No,Yes,0
KM2QC8SV7C,119,13.5028186925424,614.196606371628,Standard,Electronic check,Yes,TV Shows,Yes,TV,12.1118623902682,12.4984811946124,26,Drama,3.45580659635548,7,Female,22,Yes,Yes,0
U7BU2SCCHI,45,7.73831017423248,348.223957840462,Basic,Electronic check,No,TV Shows,No,TV,26.9499449925356,57.0879265712493,40,Fantasy,3.56927108449592,7,Female,6,Yes,Yes,0
53S9CYHTXM,111,12.1698876429248,1259.00438869712,Premium,Bank transfer,No,Movies,Yes,Mobile,38.2510303394444,142.521129608535,13,Comedy,4.24328076241142,7,Male,15,Yes,Yes,0
KFXH24VCIX,104,6.73279466516583,614.196606371628,Premium,Mailed check,No,Both,Yes,Computer,21.263146026496,49.5194425636491,43,Action,2.89832788652881,7,Male,6,No,Yes,0
QDLZNIKBDV,110,12.1698876429248,1412.04481475546,Standard,Credit card,No,Both,No,Computer,27.6470428230241,100.434065483976,43,Action,3.43880586964456,5,Male,8,No,Yes,0
VOLEP42RI4,67,12.9082122911244,864.850223505336,Premium,Bank transfer,Yes,Both,Yes,Computer,10.8212850231132,23.2449591030734,17,Sci-Fi,2.5385934852039,1,Male,20,Yes,Yes,0
2PV3FKTEN7,105,5.23617302465099,549.798167588353,Basic,Credit card,No,Both,No,Mobile,11.5996482528688,61.3345570941026,19,Comedy,2.13544421704641,9,Male,3,No,Yes,0
BAHIPO8823,45,5.06233871405796,227.805242132608,Basic,Credit card,No,Both,No,Mobile,29.5123986616721,86.6019000027331,24,Sci-Fi,1.25540630203148,4,Male,3,No,Yes,0
XIB5D3UHRB,12,19.6480830672458,235.77699680695,Premium,Electronic check,Yes,Movies,Yes,Mobile,12.5507130927703,169.237433851723,21,Fantasy,4.36547353049749,5,Male,22,Yes,No,0
G48SX3KH6A,105,9.18276347238673,964.190164600606,Basic,Electronic check,Yes,Movies,Yes,Computer,24.4315103475937,91.3734235281412,49,Comedy,2.89832788652881,4,Male,0,No,Yes,0
8CGM9OR85P,11,12.1698876429248,614.196606371628,Basic,Electronic check,No,Movies,No,Computer,39.2981941252933,48.3572111057363,46,Fantasy,2.96254260649761,9,Female,0,Yes,Yes,0
ZXKZKRKVDN,52,11.2809722105171,614.196606371628,Standard,Credit card,No,TV Shows,No,Tablet,3.68828405680022,64.0773515497817,7,Drama,2.89832788652881,1,Male,19,Yes,Yes,0
NF9RGTY4VD,21,16.6730541071344,350.134136249822,Premium,Credit card,No,Both,Yes,TV,33.2712379275372,96.7762621366086,44,Comedy,3.17528754085747,8,Male,22,Yes,Yes,0
YA70YL4HCM,16,9.32224453804605,149.155912608737,Basic,Credit card,No,TV Shows,No,Computer,21.4367788328448,173.141003056165,7,Fantasy,2.55148011789148,4,Male,8,Yes,Yes,0
RR7DWPO17O,25,14.6805591035746,367.013977589364,Standard,Bank transfer,Yes,TV Shows,Yes,TV,14.5115121651036,122.798183259269,24,Drama,2.89832788652881,0,Male,5,No,Yes,0
HBUU9YXPD0,92,14.7760239051412,1359.39419927299,Premium,Credit card,Yes,Movies,No,Mobile,6.16406098255065,96.457802186987,30,Drama,1.89824588713166,3,Male,3,No,Yes,0
OXNDMG3NC7,80,12.1698876429248,1070.71625122194,Basic,Bank transfer,No,TV Shows,Yes,Mobile,17.3524700407964,35.4355898395508,12,Comedy,2.89832788652881,7,Male,0,Yes,Yes,0
GBJGLPXBR5,98,7.94007970919259,778.127811500874,Standard,Credit card,Yes,TV Shows,No,Mobile,12.5543924054297,46.5674277837852,12,Comedy,2.4847051004952,4,Male,21,Yes,Yes,0
PM332INSGW,22,15.2055649936696,334.522429860732,Basic,Credit card,No,Both,No,Computer,2.72499729395543,159.093601312079,15,Fantasy,2.89832788652881,9,Male,11,Yes,No,0
KGZIUGKUB6,19,6.52199693271336,614.196606371628,Premium,Credit card,No,TV Shows,Yes,Computer,10.7579160346523,99.7233410991908,47,Drama,4.66040987483187,7,Male,11,No,No,1
2DBPXLKT8K,104,8.06330080675933,838.583283902971,Premium,Credit card,No,Both,No,Computer,11.7534791130066,109.113551655722,42,Comedy,4.36441915857977,1,Male,9,Yes,Yes,0
55VANP455P,85,12.1698876429248,1294.04700533529,Standard,Bank transfer,No,TV Shows,Yes,Mobile,15.6553040558732,81.5815032984107,27,Drama,2.08030751425907,9,Female,1,No,Yes,0
3MBK6VMOCV,62,19.1569846276717,1187.73304691564,Standard,Credit card,Yes,Both,Yes,TV,24.934782769598,18.6057246782046,5,Drama,4.26668169570027,3,Female,13,Yes,Yes,0
UW8ES4IYMI,1,12.1698876429248,13.0121009221555,Premium,Bank transfer,Yes,Movies,No,Mobile,25.0737916347261,52.5678058624368,28,Action,4.284239136763,9,Female,12,No,Yes,0
VPJBEYNWQS,14,14.2681117259378,199.753564163129,Premium,Electronic check,No,Both,No,Computer,11.2485687519838,62.5855228055213,34,Comedy,2.8760191050185,3,Female,2,No,No,1
5YJC1ZTRTJ,31,17.2452878823339,534.603924352352,Premium,Bank transfer,Yes,Movies,Yes,TV,28.8358368873344,145.016175750651,42,Sci-Fi,2.89832788652881,8,Male,2,Yes,Yes,1
